datetime,Temperature,Humidity,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,ALLSKY_SFC_UVA,QV2M,RH2M,PRECTOTCORR,WS10M,Inflation,Load
2009-01-05 05:00:00,24.60791,0.9339659,0.3375036,1.9977125,13.829449,19.653128,90.607124,0.4326939,1.9980414,0.58,27674.254
2009-01-05 06:00:00,24.60791,0.9339659,0.3375036,1.9977125,13.829449,19.653128,90.607124,0.4326939,1.9980414,0.58,27674.254
2009-01-05 07:00:00,24.973877,0.8675295,0.35445464,1.7786287,12.854068,20.05594,90.08331,0.6109228,3.0785666,1.5976183,35677.77
2009-01-05 08:00:00,25.447598,0.81448007,0.4445881,2.193028,16.640434,19.686903,84.977264,2.7780724,2.5283008,1.6026678,47423.312
2009-01-05 09:00:00,24.437157,0.8035079,0.9848905,5.4046,41.049896,16.185537,79.23333,0.09635641,6.667168,0.58,47200.297
2009-01-05 10:00:00,26.45601,0.80487406,1.0136745,5.6840034,35.605804,18.006792,73.67134,0.56889564,2.5917606,0.58,68278.69
2009-01-05 11:00:00,26.45601,0.80487406,1.0136745,5.6840034,35.605804,18.006792,73.67134,0.56889564,2.5917606,0.58,68278.69
2009-01-05 12:00:00,26.195137,0.8610126,0.15405087,0.78768134,13.528943,19.614471,82.1231,0.36729065,2.1929824,0.58,61509.293
2009-01-05 13:00:00,26.195137,0.8610126,0.15405087,0.78768134,13.528943,19.614471,82.1231,0.36729065,2.1929824,0.58,61509.293
2009-01-05 14:00:00,25.877739,0.92711186,0.39140436,1.9089278,12.159422,20.017641,88.67464,0.19731322,2.5226994,1.5923978,32108.076
2009-01-05 15:00:00,24.559107,0.8822168,0.35964864,2.2217515,15.500723,18.440998,85.6871,0.23999527,2.8843138,0.58,37975.516
2009-01-05 16:00:00,24.854237,0.88381433,0.36046576,1.9941247,11.982217,19.511105,91.04156,0.3209874,2.6276898,0.58,33923.22
2009-01-05 17:00:00,23.799522,0.95083463,0.34117046,2.2256467,13.900656,18.544928,91.80061,0.43117067,2.0457401,0.58,31258.836
2009-01-05 18:00:00,25.14926,0.9342095,0.36864346,2.295528,14.474178,19.078613,85.2884,0.18730985,1.7317964,0.58,40057.234
2009-01-05 19:00:00,24.669224,0.9623929,0.36363557,2.1404977,14.721847,18.777431,88.79593,0.18443508,2.112241,0.58,33579.652
2009-01-05 20:00:00,24.832626,0.9168405,0.3163628,1.9648446,12.825293,19.273964,88.93869,0.34318697,2.0877867,0.58,46845.793
2009-01-05 21:00:00,24.400772,0.969189,0.35213515,2.2965357,13.758227,18.841967,92.555565,0.15403847,2.275004,0.58,31755.326
2009-01-05 22:00:00,24.485722,0.96684986,0.356546,2.384005,13.892159,18.80926,89.97291,0.1890817,2.0010934,0.58,33825.94
2009-01-05 23:00:00,24.485722,0.96684986,0.356546,2.384005,13.892159,18.80926,89.97291,0.1890817,2.0010934,0.58,33825.94
2009-01-06 00:00:00,24.485722,0.96684986,0.356546,2.384005,13.892159,18.80926,89.97291,0.1890817,2.0010934,0.58,33825.94
2009-01-06 01:00:00,24.485722,0.96684986,0.356546,2.384005,13.892159,18.80926,89.97291,0.1890817,2.0010934,0.58,33825.94
2009-01-06 02:00:00,23.278286,0.969495,0.3530683,2.2464852,14.623032,17.93171,92.40682,0.2969508,2.3313296,0.58,22320.158
2009-01-06 03:00:00,25.070091,0.8974263,0.33660156,1.5600339,12.76594,19.955784,89.25283,0.8779742,3.0853775,1.6110061,29136.635
2009-01-06 04:00:00,24.097597,0.97125554,0.3646868,2.1589537,15.812418,18.482203,91.27824,0.2732768,2.500595,0.58,25374.676
2009-01-06 05:00:00,24.097597,0.97125554,0.3646868,2.1589537,15.812418,18.482203,91.27824,0.2732768,2.500595,0.58,25374.676
2009-01-06 06:00:00,23.662992,0.968926,0.3617759,2.2246816,17.127409,17.723076,92.42423,0.33348712,3.171299,0.58,24617.559
2009-01-06 07:00:00,23.662992,0.968926,0.3617759,2.2246816,17.127409,17.723076,92.42423,0.33348712,3.171299,0.58,24617.559
2009-01-06 08:00:00,25.31004,0.88332933,0.34943753,1.8122593,13.512461,20.06024,89.05686,0.81459737,2.4273808,0.58,34464.98
2009-01-06 09:00:00,26.560741,0.77106655,1.3811833,7.571846,47.047623,16.554306,68.27584,0.19927818,5.085083,0.58,59782.746
2009-01-06 10:00:00,26.519157,0.8143963,1.0077354,5.631905,35.56587,18.125755,73.73011,0.27413616,2.5312507,0.58,67833.13
2009-01-06 11:00:00,23.906767,0.931349,0.015360771,0.040718034,3.281919,19.593592,91.410614,0.5112606,2.2092655,0.58,50752.82
2009-01-06 12:00:00,26.286224,0.86034,0.5471054,3.1606255,22.067436,18.826416,77.16007,0.16847499,1.678635,0.58,58126.27
2009-01-06 13:00:00,24.016083,0.915973,0.011325233,0.025277367,1.3167609,19.28513,86.039024,0.4628434,1.7506703,0.58,45010.84
2009-01-06 14:00:00,26.55066,0.7588501,0.58996344,2.9350948,20.520578,18.830143,78.499954,0.26871586,2.9969127,0.89535266,59821.18
2009-01-06 15:00:00,27.149124,0.8855566,0.5008204,2.79797,20.179987,19.556889,81.39072,0.18099323,1.66342,0.58,62954.508
2009-01-06 16:00:00,26.13034,0.8456543,0.40860564,2.2992854,15.569438,19.480907,81.06875,0.43968377,1.5374966,0.58,59484.16
2009-01-06 17:00:00,26.13034,0.8456543,0.40860564,2.2992854,15.569438,19.480907,81.06875,0.43968377,1.5374966,0.58,59484.16
2009-01-06 18:00:00,24.998423,0.91899073,0.36704722,2.161745,12.941177,19.4245,90.719955,0.8163312,2.1907535,0.58,36331.184
2009-01-06 19:00:00,24.998423,0.91899073,0.36704722,2.161745,12.941177,19.4245,90.719955,0.8163312,2.1907535,0.58,36331.184
2009-01-06 20:00:00,25.716776,0.93319464,0.35996193,2.053939,12.218638,19.624268,90.256714,0.3907482,2.1834939,0.58,38430.004
2009-01-06 21:00:00,25.437218,0.96062297,0.3767781,2.2196436,12.298803,19.929468,89.456505,0.28561002,1.1638397,0.58,38906.797
2009-01-06 22:00:00,25.497902,0.9660425,0.36496848,2.2209737,14.029189,19.196518,92.65719,0.16326855,2.847804,0.58,35579.793
2009-01-06 23:00:00,25.497902,0.9660425,0.36496848,2.2209737,14.029189,19.196518,92.65719,0.16326855,2.847804,0.58,35579.793
2009-01-07 00:00:00,25.497902,0.9660425,0.36496848,2.2209737,14.029189,19.196518,92.65719,0.16326855,2.847804,0.58,35579.793
2009-01-07 01:00:00,25.497902,0.9660425,0.36496848,2.2209737,14.029189,19.196518,92.65719,0.16326855,2.847804,0.58,35579.793
2009-01-07 02:00:00,25.497902,0.9660425,0.36496848,2.2209737,14.029189,19.196518,92.65719,0.16326855,2.847804,0.58,35579.793
2009-01-07 03:00:00,25.497902,0.9660425,0.36496848,2.2209737,14.029189,19.196518,92.65719,0.16326855,2.847804,0.58,35579.793
2009-01-07 04:00:00,25.497902,0.9660425,0.36496848,2.2209737,14.029189,19.196518,92.65719,0.16326855,2.847804,0.58,35579.793
2009-01-07 05:00:00,24.939741,0.8988947,0.3500712,1.8603743,12.45575,19.125212,90.8026,0.5011846,3.1288893,1.6040343,29156.512
2009-01-07 06:00:00,22.930561,0.9462198,0.33870506,2.187437,17.04919,16.643461,90.34223,0.16938937,3.8713427,0.58,24907.518
2009-01-07 07:00:00,24.949331,0.71209633,0.4555833,2.142439,17.41209,19.227106,83.4031,0.40286332,3.615782,1.6040192,50933.137
2009-01-07 08:00:00,25.108307,0.7296831,1.0639952,5.7538548,39.911465,16.793224,74.50854,0.1207525,5.2155347,0.58,67906.42
2009-01-07 09:00:00,27.10355,0.8224333,1.5661668,8.547509,48.333435,17.327074,70.52726,0.2872101,3.7990327,0.58,70878.7
2009-01-07 10:00:00,25.607426,0.9020947,0.3566196,1.7927407,12.98645,20.008793,88.213806,0.49588895,2.777204,1.6095861,32942.094
2009-01-07 11:00:00,25.241354,0.67956734,0.3959452,1.9351369,15.62838,19.447027,83.85309,1.0067648,3.5863805,1.4620378,61329.848
2009-01-07 12:00:00,23.832521,0.9710071,0.34543458,2.28414,13.873886,18.662354,92.035835,0.31072837,1.8087296,0.58,27243.191
2009-01-07 13:00:00,23.832521,0.9710071,0.34543458,2.28414,13.873886,18.662354,92.035835,0.31072837,1.8087296,0.58,27243.191
2009-01-07 14:00:00,24.890205,0.9430605,0.136493,0.72296876,9.014413,19.769314,88.344955,0.68516946,1.2451087,0.58,49053.973
2009-01-07 15:00:00,25.091713,0.79705316,0.3444314,1.6891315,13.171702,19.552933,83.8723,0.4704579,2.5454814,1.5961198,53498.137
2009-01-07 16:00:00,25.091713,0.79705316,0.3444314,1.6891315,13.171702,19.552933,83.8723,0.4704579,2.5454814,1.5961198,53498.137
2009-01-07 17:00:00,25.840393,0.91828126,0.38020462,2.0549922,12.281053,19.81403,89.35702,0.1506937,2.7017987,0.62107795,31563.87
2009-01-07 18:00:00,26.370308,0.93592143,0.09103294,0.47238275,7.3039603,19.964233,84.45769,0.35640955,1.0046043,0.58,46435.117
2009-01-07 19:00:00,26.194696,0.93592167,0.39504442,2.0757747,13.443191,19.906311,86.40783,0.22248447,1.3806338,0.58,39982.49
2009-01-07 20:00:00,25.005108,0.9593122,0.37025458,2.2427828,14.183936,19.289394,91.78357,0.06148321,2.7107027,0.58,31391.133
2009-01-07 21:00:00,25.696062,0.85229534,0.3807162,2.0466273,12.215624,18.929296,83.72372,0.12114993,2.802758,0.5800014,39830.254
2009-01-07 22:00:00,24.668758,0.966354,0.36288577,2.2656593,13.909526,18.745825,91.99014,0.113588385,2.677329,0.58,32296.414
2009-01-07 23:00:00,24.668758,0.966354,0.36288577,2.2656593,13.909526,18.745825,91.99014,0.113588385,2.677329,0.58,32296.414
2009-01-08 00:00:00,24.668758,0.966354,0.36288577,2.2656593,13.909526,18.745825,91.99014,0.113588385,2.677329,0.58,32296.414
2009-01-08 01:00:00,24.668758,0.966354,0.36288577,2.2656593,13.909526,18.745825,91.99014,0.113588385,2.677329,0.58,32296.414
2009-01-08 02:00:00,23.403946,0.9634845,0.36329275,2.202462,18.605629,17.31159,91.06962,0.30899805,3.1337159,0.58,23124.777
2009-01-08 03:00:00,23.403946,0.9634845,0.36329275,2.202462,18.605629,17.31159,91.06962,0.30899805,3.1337159,0.58,23124.777
2009-01-08 04:00:00,24.623308,0.96319395,0.36088842,2.0894692,14.541015,18.781704,90.57973,0.72234684,2.3145456,0.58,27887.725
2009-01-08 05:00:00,24.623308,0.96319395,0.36088842,2.0894692,14.541015,18.781704,90.57973,0.72234684,2.3145456,0.58,27887.725
2009-01-08 06:00:00,23.505362,0.9609797,0.33497095,2.1340292,13.704221,19.353037,93.720924,0.7629157,1.7397062,0.58,26347.516
2009-01-08 07:00:00,24.810246,0.9005041,0.34851405,1.8744328,13.118746,19.595259,89.44989,0.6930793,2.1117165,0.58,30680.535
2009-01-08 08:00:00,24.9085,0.8598075,0.4865074,3.0385714,23.295673,18.2822,79.2114,0.2273291,2.8778937,0.58,37108.066
2009-01-08 09:00:00,25.122944,0.9363835,0.34945977,1.9871689,13.911442,19.837416,89.044876,0.89546835,1.4216814,0.58,38645.094
2009-01-08 10:00:00,25.150349,0.9227748,0.3684727,2.0285387,12.575816,19.386219,89.929985,0.57496053,2.3602443,0.58,30799.936
2009-01-08 11:00:00,25.404139,0.8911889,0.35520342,1.8263195,12.87352,19.86922,88.58771,1.0552742,2.8365448,1.6108205,42480.613
2009-01-08 12:00:00,26.263844,0.6962878,0.58523345,2.85885,20.683764,17.739826,75.551186,0.34482387,4.3432236,1.6096405,54271.227
2009-01-08 13:00:00,24.78883,0.8705267,0.43476912,2.501647,20.610004,17.73346,82.09829,0.134628,3.3744807,0.58,50296.902
2009-01-08 14:00:00,24.12334,0.9030665,0.36108223,2.1465201,16.506313,18.18435,86.23565,0.088845596,3.3648195,0.58,37585.613
2009-01-08 15:00:00,25.55445,0.85269964,0.3331291,1.8535411,12.189351,19.472431,87.98022,0.64452994,2.608049,0.58,42256.2
2009-01-08 16:00:00,26.120857,0.7865363,0.34835342,1.769905,11.881314,19.979288,87.919365,0.496528,2.894435,1.5556514,42437.504
2009-01-08 17:00:00,25.038113,0.90241134,0.35403258,2.0734704,17.826553,17.743328,85.18874,0.14903189,3.8225093,0.58,45285.082
2009-01-08 18:00:00,25.038113,0.90241134,0.35403258,2.0734704,17.826553,17.743328,85.18874,0.14903189,3.8225093,0.58,45285.082
2009-01-08 19:00:00,23.980795,0.9483735,0.3495018,2.2088692,15.507931,17.76684,86.81788,0.15839577,2.638018,0.58,32639.172
2009-01-08 20:00:00,25.403652,0.93479645,0.33373043,2.0278625,11.532061,19.844599,88.475296,0.28934708,1.5012593,0.58,43467.434
2009-01-08 21:00:00,26.533104,0.8815574,0.38423273,1.9716961,11.446666,19.011581,85.54883,0.2093519,3.0770812,1.6112074,38395.066
2009-01-08 22:00:00,25.727348,0.9275827,0.34568793,2.0739067,12.853272,19.11565,88.50898,0.24126062,2.7231512,0.58,39123.36
2009-01-08 23:00:00,25.727348,0.9275827,0.34568793,2.0739067,12.853272,19.11565,88.50898,0.24126062,2.7231512,0.58,39123.36
2009-01-09 00:00:00,25.727348,0.9275827,0.34568793,2.0739067,12.853272,19.11565,88.50898,0.24126062,2.7231512,0.58,39123.36
2009-01-09 01:00:00,25.727348,0.9275827,0.34568793,2.0739067,12.853272,19.11565,88.50898,0.24126062,2.7231512,0.58,39123.36
2009-01-09 02:00:00,25.238546,0.9414493,0.34108734,1.6587896,13.028604,20.034672,90.06505,1.1577117,3.1756382,1.6131078,28821.803
